ID	type	start	end	strand	locus_tag	symbol	entrezID
gene-Cj0883c	protein_coding	819740	820150	-	Cj0883c	Cj0883c	905175
gene-5UTR_Cj0069	5UTR	81995	82018	+	Cj0069	5UTR_Cj0069	0
gene-5UTR_Cj0883c	5UTR	820151	820179	-	Cj0883c	5UTR_Cj0883c	0
gene-Cj0069	protein_coding	82019	83050	+	Cj0069	Cj0069	905192
gene-5UTR_Cj0884	5UTR	820287	820324	+	Cj0884	5UTR_Cj0884	0
gene-Cj0884	protein_coding	820325	820597	+	Cj0884	rpsO	905176
gene-Cj0886c	protein_coding	820683	823523	-	Cj0886c	ftsK	905152
gene-5UTR_Cj0886c	5UTR	823524	823610	-	Cj0886c	5UTR_Cj0886c	0
gene-Cj0887c	protein_coding	823633	825885	-	Cj0887c	Cj0887c	905178
gene-Cjp16	tRNA	826066	826152	+	Cjp16	tRNALeu	0
gene-Cjp17	tRNA	826163	826237	+	Cjp17	tRNAGly	0
gene-Cj0888c	protein_coding	826268	828199	-	Cj0888c	Cj0888c	904350
gene-Cj0889c	protein_coding	828203	829492	-	Cj0889c	Cj0889c	905181
gene-Cj0890c	protein_coding	829486	830148	-	Cj0890c	Cj0890c	905187
gene-Cj0891c	protein_coding	830135	831718	-	Cj0891c	serA	905182
gene-Cj0892c	protein_coding	831715	832203	-	Cj0892c	Cj0892c	905183
gene-Cj0893c	protein_coding	832203	833873	-	Cj0893c	rpsA	905184
gene-5UTR_Cj0893c	5UTR	833874	833903	-	Cj0893c	5UTR_Cj0893c	0
gene-Cj0894c	protein_coding	834005	834838	-	Cj0894c	ispH	905189
gene-Cj0895c	protein_coding	834828	836114	-	Cj0895c	aroA	904338
gene-Cj0896c	protein_coding	836111	838432	-	Cj0896c	pheT	905191
gene-Cj0897c	protein_coding	838429	839421	-	Cj0897c	pheS	905193
gene-5UTR_Cj0897c	5UTR	839422	839449	-	Cj0897c	5UTR_Cj0897c	0
gene-5UTR_Cj0898	5UTR	839518	839543	+	Cj0898	5UTR_Cj0898	0
gene-Cj0898	protein_coding	839544	839909	+	Cj0898	Cj0898	905194
gene-Cj0899c	protein_coding	839939	840508	-	Cj0899c	thiJ	905197
gene-Cj0900c	protein_coding	840501	840680	-	Cj0900c	Cj0900c	905195
gene-5UTR_Cj0899c	5UTR	840509	840667	-	Cj0899c	5UTR_Cj0899c	0
gene-5UTR_Cj0901	5UTR	840730	840762	+	Cj0901	5UTR_Cj0901	0
gene-Cj0901	protein_coding	840763	841506	+	Cj0901	Cj0901	905200
gene-Cj0073c	protein_coding	84087	84743	-	Cj0073c	Cj0073c	904400
gene-Cj0902	protein_coding	841499	842227	+	Cj0902	glnQ	905198
gene-Cj0903c	protein_coding	842255	843721	-	Cj0903c	Cj0903c	905201
gene-5UTR_Cj0903c	5UTR	843722	843745	-	Cj0903c	5UTR_Cj0903c	0
gene-Cj0904c	protein_coding	843825	844292	-	Cj0904c	Cj0904c	905203
gene-5UTR_Cj0904c	5UTR	844293	844320	-	Cj0904c	5UTR_Cj0904c	0
gene-Cj0905c	protein_coding	844295	845281	-	Cj0905c	alr	905209
gene-Cj0906c	protein_coding	845282	846259	-	Cj0906c	Cj0906c	905204
gene-5UTR_Cj0906c	5UTR	846260	846301	-	Cj0906c	5UTR_Cj0906c	0
gene-5UTR_Cj0908	5UTR	846378	846414	+	Cj0908	5UTR_Cj0908	0
gene-Cj0908	protein_coding	846415	846885	+	Cj0908	Cj0908	905208
gene-5UTR_Cj0909	5UTR	846940	846970	+	Cj0909	5UTR_Cj0909	0
gene-Cj0909	protein_coding	846971	847390	+	Cj0909	Cj0909	905210
gene-Cj0074c	protein_coding	84736	86175	-	Cj0074c	Cj0074c	904401
gene-Cj0910	protein_coding	847394	847846	+	Cj0910	Cj0910	905190
gene-Cj0911	protein_coding	847843	848403	+	Cj0911	Cj0911	905211
gene-Cj0912c	protein_coding	848410	849309	-	Cj0912c	cysM	906009
gene-Cj0913c	protein_coding	849436	849732	-	Cj0913c	hupB	905212
gene-5UTR_Cj0913c	5UTR	849733	849758	-	Cj0913c	5UTR_Cj0913c	0
gene-Cj0914c	protein_coding	849834	851666	-	Cj0914c	ciaB	905214
gene-5UTR_Cj0914c	5UTR	851667	851688	-	Cj0914c	5UTR_Cj0914c	0
gene-5UTR_Cj0915	5UTR	851706	851727	+	Cj0915	5UTR_Cj0915	0
gene-Cj0915	protein_coding	851728	852141	+	Cj0915	Cj0915	905254
gene-Cj0916c	protein_coding	852181	852378	-	Cj0916c	Cj0916c	905180
gene-Cj0917c	protein_coding	852359	854470	-	Cj0917c	cstA	905216
gene-Cj0918c	protein_coding	854637	855566	-	Cj0918c	prsA	905217
gene-5UTR_Cj0918c	5UTR	855567	855599	-	Cj0918c	5UTR_Cj0918c	0
gene-Cj0919c	protein_coding	855674	856333	-	Cj0919c	Cj0919c	904985
gene-Cj0920c	protein_coding	856344	857096	-	Cj0920c	Cj0920c	905218
gene-Cj0921c	protein_coding	857098	857877	-	Cj0921c	peb1A	906008
gene-Cj0922c	protein_coding	857899	858627	-	Cj0922c	pebC	905220
gene-5UTR_Cj0922c	5UTR	858628	858665	-	Cj0922c	5UTR_Cj0922c	0
gene-Cj0923c	protein_coding	858763	859551	-	Cj0923c	cheR	905222
gene-Cj0924c	protein_coding	859567	860121	-	Cj0924c	cheB'	904926
gene-5UTR_Cj0924c	5UTR	860122	860162	-	Cj0924c	5UTR_Cj0924c	0
gene-5UTR_Cj0925	5UTR	860252	860286	+	Cj0925	5UTR_Cj0925	0
gene-Cj0925	protein_coding	860287	860724	+	Cj0925	rpiB	905223
gene-Cj0926	protein_coding	860724	861056	+	Cj0926	Cj0926	905225
gene-Cj0927	protein_coding	861053	861601	+	Cj0927	apt	905205
gene-Cj0928	protein_coding	861620	862216	+	Cj0928	Cj0928	905226
gene-Cj0075c	protein_coding	86172	86912	-	Cj0075c	Cj0075c	904402
gene-Cj0929	protein_coding	862213	863664	+	Cj0929	pepA	904492
gene-5UTR_Cj0930	5UTR	863452	863660	+	Cj0930	5UTR_Cj0930	0
gene-Cj0930	protein_coding	863661	864764	+	Cj0930	Cj0930	904351
gene-Cj0931c	protein_coding	864786	866168	-	Cj0931c	argH	905111
gene-Cj0932c	protein_coding	866178	867752	-	Cj0932c	pckA	905227
gene-Cj0933c	protein_coding	867765	869564	-	Cj0933c	pycB	905229
gene-Cj0934c	protein_coding	869596	870936	-	Cj0934c	Cj0934c	905237
gene-Cj0076c	protein_coding	87036	88718	-	Cj0076c	lctP	904403
gene-Cj0935c	protein_coding	870949	872283	-	Cj0935c	Cj0935c	906006
gene-5UTR_Cj0935c	5UTR	872284	872318	-	Cj0935c	5UTR_Cj0935c	0
gene-5UTR_Cj0936	5UTR	872432	872515	+	Cj0936	5UTR_Cj0936	0
gene-Cj0936	protein_coding	872516	872854	+	Cj0936	atpE	905243
gene-Cjt01	tRNA	872889	872974	+	Cjt01	tRNALeu	0
gene-Cj0937	protein_coding	873171	874082	+	Cj0937	Cj0937	905231
gene-Cj0938c	protein_coding	874090	877602	-	Cj0938c	aas	905232
gene-Cj0939c	protein_coding	877647	878027	-	Cj0939c	Cj0939c	905233
gene-5UTR_Cj0939c	5UTR	878028	878057	-	Cj0939c	5UTR_Cj0939c	0
gene-Cjt02	tRNA	878095	878171	-	Cjt02	tRNAAsp	0
gene-Cjp19	tRNA	878223	878298	-	Cjp19	tRNAVal	0
gene-Cjp20	tRNA	878400	878475	-	Cjp20	tRNALys	0
gene-Cjt2	tRNA	878480	878556	-	Cjt2	tRNAAsp	0
gene-Cjt03	tRNA	878608	878683	-	Cjt03	tRNAVal	0
gene-Cjt04	tRNA	878691	878766	-	Cjt04	tRNALys	0
gene-Cj0940c	protein_coding	878828	879613	-	Cj0940c	glnP	905236
gene-Cj0941c	protein_coding	879636	880841	-	Cj0941c	Cj0941c	904433
gene-Cj0942c	protein_coding	880838	883426	-	Cj0942c	secA	905172
gene-5UTR_Cj0941c	5UTR	880842	880909	-	Cj0941c	5UTR_Cj0941c	0
gene-5UTR_Cj0942c	5UTR	883427	883451	-	Cj0942c	5UTR_Cj0942c	0
gene-Cj0943	protein_coding	883526	884035	+	Cj0943	lolA	905238
gene-Cj0944c	protein_coding	884032	884766	-	Cj0944c	Cj0944c	904376
gene-Cj0945c	protein_coding	884776	886119	-	Cj0945c	Cj0945c	905207
gene-5UTR_Cj0946	5UTR	886146	886167	+	Cj0946	5UTR_Cj0946	0
gene-Cj0946	protein_coding	886168	887514	+	Cj0946	Cj0946	905239
gene-5UTR_Cj0076c	5UTR	88719	88746	-	Cj0076c	5UTR_Cj0076c	0
gene-Cj0947c	protein_coding	887526	888398	-	Cj0947c	Cj0947c	905240
gene-Cj0948c	protein_coding	888395	889282	-	Cj0948c	Cj0948c	905780
gene-Cj0077c	protein_coding	88890	89459	-	Cj0077c	cdtC	904404
gene-Cj0949c	protein_coding	889279	890256	-	Cj0949c	Cj0949c	905241
gene-5UTR_Cj0949c	5UTR	890257	890284	-	Cj0949c	5UTR_Cj0949c	0
gene-Cj0950c	protein_coding	890355	890789	-	Cj0950c	Cj0950c	905242
gene-5UTR_Cj0950c	5UTR	890790	890826	-	Cj0950c	5UTR_Cj0950c	0
gene-5UTR_Cj0952c	5UTR	892383	892406	-	Cj0952c	5UTR_Cj0952c	0
gene-Cj0953c	protein_coding	892478	894010	-	Cj0953c	purH	905247
gene-Cj0954c	protein_coding	894013	894783	-	Cj0954c	Cj0954c	905248
gene-Cj0078c	protein_coding	89470	90267	-	Cj0078c	cdtB	904405
gene-Cj0955c	protein_coding	894780	896966	-	Cj0955c	purL	904957
gene-5UTR_Cj0954c	5UTR	894784	894951	-	Cj0954c	5UTR_Cj0954c	0
gene-Cj0956c	protein_coding	896977	898305	-	Cj0956c	trmE	905249
gene-Cj0957c	protein_coding	898298	899116	-	Cj0957c	Cj0957c	906015
gene-Cj0958c	protein_coding	899120	900706	-	Cj0958c	Cj0958c	904358
gene-Cj0959c	protein_coding	900703	901044	-	Cj0959c	Cj0959c	905228
gene-Cj0960c	protein_coding	901041	901367	-	Cj0960c	rnpA	905252
gene-Cj0961c	protein_coding	901364	901498	-	Cj0961c	rpmH	905034
gene-5UTR_Cj0961c	5UTR	901499	901529	-	Cj0961c	5UTR_Cj0961c	0
gene-5UTR_Cj0962	5UTR	901608	901628	+	Cj0962	5UTR_Cj0962	0
gene-Cj0962	protein_coding	901629	902108	+	Cj0962	Cj0962	905253
gene-Cj0963	protein_coding	902105	902713	+	Cj0963	Cj0963	905142
gene-5UTR_Cj0964	5UTR	902482	902709	+	Cj0964	5UTR_Cj0964	0
gene-Cj0079c	protein_coding	90264	91070	-	Cj0079c	cdtA	904406
gene-Cj0964	protein_coding	902710	903900	+	Cj0964	Cj0964	905256
gene-Cj0965c	protein_coding	903892	904266	-	Cj0965c	Cj0965c	905257
gene-5UTR_Cj0965c	5UTR	904267	904302	-	Cj0965c	5UTR_Cj0965c	0
gene-Cj0967	protein_coding	904409	906697	+	Cj0967	Cj0967	905258
gene-sRNA_Intergenic_906748_907066	sRNA	906748	907066	-	Intergenic_906748_907066	sRNA_Intergenic_906748_907066	0
gene-5UTR_Cj0969	5UTR	906973	907116	+	Cj0969	5UTR_Cj0969	0
gene-Cj0970	protein_coding	907408	907710	+	Cj0970	Cj0970	905261
gene-Cj0971	protein_coding	907713	908105	+	Cj0971	Cj0971	905262
gene-Cj0972	protein_coding	908107	908430	+	Cj0972	Cj0972	905263
gene-Cj0974	protein_coding	908693	908833	+	Cj0974	Cj0974	905265
gene-Cj0975	protein_coding	908891	910615	+	Cj0975	Cj0975	905266
gene-5UTR_Cj0976	5UTR	910700	910710	+	Cj0976	5UTR_Cj0976	0
gene-5UTR_Cj0079c	5UTR	91071	91100	-	Cj0079c	5UTR_Cj0079c	0
gene-Cj0976	protein_coding	910711	911601	+	Cj0976	Cj0976	905267
gene-5UTR_Cj0080	5UTR	91136	91146	+	Cj0080	5UTR_Cj0080	0
gene-Cj0080	protein_coding	91147	91416	+	Cj0080	Cj0080	904407
gene-5UTR_Cj0977	5UTR	911633	911673	+	Cj0977	5UTR_Cj0977	0
gene-Cj0977	protein_coding	911674	912252	+	Cj0977	Cj0977	905268
gene-Cj0978c	protein_coding	912253	912426	-	Cj0978c	Cj0978c	905269
gene-5UTR_Cj0978c	5UTR	912427	912620	-	Cj0978c	5UTR_Cj0978c	0
gene-Cj0979c	protein_coding	912435	912962	-	Cj0979c	Cj0979c	905270
gene-5UTR_Cj0979c	5UTR	912963	912998	-	Cj0979c	5UTR_Cj0979c	0
gene-5UTR_Cj0980	5UTR	913013	913029	+	Cj0980	5UTR_Cj0980	0
gene-Cj0980	protein_coding	913030	914298	+	Cj0980	Cj0980	905271
gene-Cj0081	protein_coding	91417	92979	+	Cj0081	cydA	904408
gene-Cj0981c	protein_coding	914281	915528	-	Cj0981c	cjaB	905272
gene-Cj0982c	protein_coding	915568	916407	-	Cj0982c	cjaA	905273
gene-5UTR_Cj0982c	5UTR	916408	916464	-	Cj0982c	5UTR_Cj0982c	0
gene-5UTR_Cj0983	5UTR	916602	916625	+	Cj0983	5UTR_Cj0983	0
gene-Cj0983	protein_coding	916626	917744	+	Cj0983	Cj0983	905274
gene-Cj0984	protein_coding	917836	918576	+	Cj0984	Cj0984	905275
gene-Cj0985c	protein_coding	918580	919731	-	Cj0985c	hipO	905276
gene-5UTR_Cj0985c	5UTR	919732	919874	-	Cj0985c	5UTR_Cj0985c	0
gene-5UTR_Cj0987c	5UTR	920954	920979	-	Cj0987c	5UTR_Cj0987c	0
gene-Cj0988c	protein_coding	920967	921203	-	Cj0988c	Cj0988c	905279
gene-5UTR_Cj0989	5UTR	921165	921187	+	Cj0989	5UTR_Cj0989	0
gene-Cj0989	protein_coding	921188	921394	+	Cj0989	Cj0989	905280
gene-Cj0990c	protein_coding	921397	922158	-	Cj0990c	Cj0990c	905281
gene-Cj0991c	protein_coding	922155	923420	-	Cj0991c	Cj0991c	905282
gene-Cj0992c	protein_coding	923422	924777	-	Cj0992c	hemN	905283
gene-Cj0993c	protein_coding	924764	925255	-	Cj0993c	Cj0993c	905284
gene-Cj0994c	protein_coding	925252	926172	-	Cj0994c	argF	905285
gene-Cj0995c	protein_coding	926169	927152	-	Cj0995c	hemB	905286
gene-5UTR_Cj0996	5UTR	927184	927209	+	Cj0996	5UTR_Cj0996	0
gene-Cj0996	protein_coding	927210	927770	+	Cj0996	ribA	905287
gene-Cj0997	protein_coding	927771	928337	+	Cj0997	Cj0997	905288
gene-Cj0998c	protein_coding	928353	928925	-	Cj0998c	Cj0998c	905289
gene-5UTR_Cj0998c	5UTR	928926	928956	-	Cj0998c	5UTR_Cj0998c	0
gene-Cj0999c	protein_coding	929020	930117	-	Cj0999c	Cj0999c	905290
gene-Cj0082	protein_coding	92979	94103	+	Cj0082	cydB	904409
gene-Cj1000	protein_coding	930230	931111	+	Cj1000	Cj1000	905291
gene-5UTR_Cj1001	5UTR	931132	931190	+	Cj1001	5UTR_Cj1001	0
gene-Cj1001	protein_coding	931191	933059	+	Cj1001	rpoD	905292
gene-Cj1002c	protein_coding	933075	933587	-	Cj1002c	Cj1002c	905293
gene-Cj1003c	protein_coding	933584	934102	-	Cj1003c	Cj1003c	905294
gene-Cj1004	protein_coding	934201	934617	+	Cj1004	Cj1004	905295
gene-Cj1005c	protein_coding	934626	936242	-	Cj1005c	Cj1005c	905296
gene-Cj1006c	protein_coding	936246	937496	-	Cj1006c	Cj1006c	905297
gene-Cj1007c	protein_coding	937493	939064	-	Cj1007c	Cj1007c	905298
gene-Cj1008c	protein_coding	939061	940116	-	Cj1008c	aroB	905299
gene-5UTR_Cj1007c	5UTR	939065	939210	-	Cj1007c	5UTR_Cj1007c	0
gene-Cj1009c	protein_coding	940162	941562	-	Cj1009c	Cj1009c	905300
gene-5UTR_Cj1010	5UTR	941540	941591	+	Cj1010	5UTR_Cj1010	0
gene-5UTR_Cj1009c	5UTR	941563	941582	-	Cj1009c	5UTR_Cj1009c	0
gene-Cj1010	protein_coding	941592	942713	+	Cj1010	tgt	905301
gene-sRNA_CJnc10	sRNA	94249	94344	+	CJnc10	sRNA_CJnc10	0
gene-Cj1011	protein_coding	942715	943482	+	Cj1011	Cj1011	905302
gene-Cj0085c	protein_coding	94297	94992	-	Cj0085c	Cj0085c	904410
gene-Cjp21	tRNA	943535	943611	+	Cjp21	tRNAArg	0
gene-Cj1012c	protein_coding	943614	944063	-	Cj1012c	Cj1012c	905304
gene-Cj1013c	protein_coding	944080	947325	-	Cj1013c	Cj1013c	905305
gene-Cj1014c	protein_coding	947343	948038	-	Cj1014c	livF	905306
gene-Cj1015c	protein_coding	948025	948795	-	Cj1015c	livG	905307
gene-5UTR_Cj1014c	5UTR	948039	948272	-	Cj1014c	5UTR_Cj1014c	0
gene-Cj1016c	protein_coding	948792	949844	-	Cj1016c	livM	905308
gene-Cj1017c	protein_coding	949844	950740	-	Cj1017c	livH	905309
gene-Cj1018c	protein_coding	950759	951868	-	Cj1018c	livK	905310
gene-Cj0086c	protein_coding	95108	95803	-	Cj0086c	ung	904411
gene-Cj1019c	protein_coding	951890	953005	-	Cj1019c	livJ	905311
gene-Cj1020c	protein_coding	953036	953470	-	Cj1020c	Cj1020c	905312
gene-Cj1021c	protein_coding	953479	953670	-	Cj1021c	Cj1021c	905313
gene-5UTR_Cj1021c	5UTR	953671	953694	-	Cj1021c	5UTR_Cj1021c	0
gene-Cj1022c	protein_coding	953723	954229	-	Cj1022c	Cj1022c	905314
gene-Cj1023c	protein_coding	954238	955269	-	Cj1023c	asd	905315
gene-Cj1024c	protein_coding	955269	956570	-	Cj1024c	flgR	905316
gene-5UTR_Cj1023c	5UTR	955270	955506	-	Cj1023c	5UTR_Cj1023c	0
gene-5UTR_Cj1024c	5UTR	956571	956593	-	Cj1024c	5UTR_Cj1024c	0
gene-Cj1025c	protein_coding	956627	957076	-	Cj1025c	Cj1025c	905317
gene-Cj1026c	protein_coding	957052	957567	-	Cj1026c	Cj1026c	905318
gene-5UTR_Cj1026c	5UTR	957568	957593	-	Cj1026c	5UTR_Cj1026c	0
gene-Cj1027c	protein_coding	957631	960222	-	Cj1027c	gyrA	905319
gene-5UTR_Cj0086c	5UTR	95804	95834	-	Cj0086c	5UTR_Cj0086c	0
gene-5UTR_Cj0087	5UTR	96016	96073	+	Cj0087	5UTR_Cj0087	0
gene-5UTR_Cj1027c	5UTR	960223	960246	-	Cj1027c	5UTR_Cj1027c	0
gene-Cj1028c	protein_coding	960263	960838	-	Cj1028c	Cj1028c	905320
gene-Cj0087	protein_coding	96074	97480	+	Cj0087	aspA	904412
gene-Cj1029c	protein_coding	960835	961479	-	Cj1029c	mapA	905321
gene-5UTR_Cj1029c	5UTR	961480	961500	-	Cj1029c	5UTR_Cj1029c	0
gene-Cj1030c	protein_coding	961556	963352	-	Cj1030c	lepA	905322
gene-Cj1031	protein_coding	963479	964753	+	Cj1031	cmeD	905323
gene-5UTR_Cj1031	5UTR	963479	963479	+	Cj1031	5UTR_Cj1031	0
gene-Cj1032	protein_coding	964750	965490	+	Cj1032	cmeE	905324
gene-Cj1033	protein_coding	965493	968510	+	Cj1033	cmeF	905325
gene-Cj1034c	protein_coding	968534	969340	-	Cj1034c	Cj1034c	905326
gene-Cj1035c	protein_coding	969341	970060	-	Cj1035c	Cj1035c	905327
gene-5UTR_Cj1034c	5UTR	969341	969400	-	Cj1034c	5UTR_Cj1034c	0
gene-Cj1036c	protein_coding	970060	970311	-	Cj1036c	Cj1036c	905328
gene-Cj1037c	protein_coding	970315	971760	-	Cj1037c	pycA	905329
gene-5UTR_Cj1037c	5UTR	971761	971788	-	Cj1037c	5UTR_Cj1037c	0
gene-5UTR_Cj1038	5UTR	971858	971899	+	Cj1038	5UTR_Cj1038	0
gene-Cj1038	protein_coding	971900	973063	+	Cj1038	Cj1038	905330
gene-5UTR_Cj1039	5UTR	972950	973059	+	Cj1039	5UTR_Cj1039	0
gene-Cj1039	protein_coding	973060	974088	+	Cj1039	murG	905331
gene-Cj1040c	protein_coding	974059	975222	-	Cj1040c	Cj1040c	905332
gene-Cj0088	protein_coding	97496	98833	+	Cj0088	dcuA	904413
gene-5UTR_Cj1040c	5UTR	975223	975248	-	Cj1040c	5UTR_Cj1040c	0
gene-Cj1041c	protein_coding	975230	976081	-	Cj1041c	Cj1041c	905333
gene-Cj1042c	protein_coding	976144	977034	-	Cj1042c	Cj1042c	905334
gene-Cj1043c	protein_coding	977031	977636	-	Cj1043c	Cj1043c	905335
gene-Cj1044c	protein_coding	977626	978771	-	Cj1044c	thiH	905336
gene-Cj1045c	protein_coding	978774	979550	-	Cj1045c	thiG	905337
gene-Cj1046c	protein_coding	979553	980356	-	Cj1046c	moeB	905338
gene-Cj1047c	protein_coding	980353	980544	-	Cj1047c	thiS	905339
gene-5UTR_Cj1047c	5UTR	980545	980628	-	Cj1047c	5UTR_Cj1047c	0
gene-Cj1048c	protein_coding	980554	981651	-	Cj1048c	dapE	905340
gene-5UTR_Cj1048c	5UTR	981652	981697	-	Cj1048c	5UTR_Cj1048c	0
gene-Cj1049c	protein_coding	981655	982254	-	Cj1049c	Cj1049c	905341
gene-Cj1050c	protein_coding	982247	982948	-	Cj1050c	npdA	905342
gene-5UTR_Cj1049c	5UTR	982255	982319	-	Cj1049c	5UTR_Cj1049c	0
gene-5UTR_Cj1050c	5UTR	982949	982968	-	Cj1050c	5UTR_Cj1050c	0
gene-Cj1051c	protein_coding	982991	987010	-	Cj1051c	cjeI	905343
gene-Cj1052c	protein_coding	987019	989229	-	Cj1052c	mutS	905344
gene-5UTR_Cj0089	5UTR	98912	98940	+	Cj0089	5UTR_Cj0089	0
gene-Cj1053c	protein_coding	989219	989569	-	Cj1053c	Cj1053c	905345
gene-5UTR_Cj1052c	5UTR	989230	989338	-	Cj1052c	5UTR_Cj1052c	0
gene-Cj0089	protein_coding	98941	100302	+	Cj0089	Cj0089	904416
gene-Cj1054c	protein_coding	989562	990860	-	Cj1054c	murC	905346
gene-5UTR_Cj1054c	5UTR	990861	990881	-	Cj1054c	5UTR_Cj1054c	0
gene-Cj1055c	protein_coding	990924	992897	-	Cj1055c	Cj1055c	905347
gene-Cj1056c	protein_coding	992909	993685	-	Cj1056c	Cj1056c	905348
gene-Cj1057c	protein_coding	993678	993851	-	Cj1057c	Cj1057c	905349
gene-Cj1058c	protein_coding	993848	995305	-	Cj1058c	guaB	905350
gene-Cj1059c	protein_coding	995315	996676	-	Cj1059c	gatA	905351
gene-Cj1060c	protein_coding	996673	996783	-	Cj1060c	Cj1060c	905352
gene-Cj1061c	protein_coding	996777	999530	-	Cj1061c	ileS	905353
gene-5UTR_Cj1060c	5UTR	996784	997029	-	Cj1060c	5UTR_Cj1060c	0
gene-5UTR_Cj1061c	5UTR	999531	999554	-	Cj1061c	5UTR_Cj1061c	0
gene-Cj1062	protein_coding	999629	1000717	+	Cj1062	Cj1062	905354
