# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	name	symbol	locus_tag	feature_interval_length	product_length	chromosome_name
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	901238	903424	-	EAQ71846.1	phosphoribosylformylglycinamidine synthase II	purL	CJJ81176_0978	2187	728.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	903435	904763	-	EAQ71850.1	tRNA modification GTPase TrmE	trmE	CJJ81176_0979	1329	442.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	904756	905574	-	EAQ71845.1	hypothetical protein		CJJ81176_0980	819	272.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	905578	907164	-	EAQ71880.1	inner membrane protein, 60 kDa		CJJ81176_0981	1587	528.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	907161	907502	-	EAQ71891.1	hypothetical protein		CJJ81176_0982	342	113.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	907499	907825	-	EAQ71849.1	ribonuclease P protein component	rnpA	CJJ81176_0983	327	108.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	907822	907956	-	EAQ71838.1	ribosomal protein L34	rpmH	CJJ81176_0984	135	44.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	908087	908566	+	EAQ71871.1	acetyltransferase, GNAT family		CJJ81176_0985	480	159.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	908593	909171	+	EAQ71865.2	hypothetical protein		CJJ81176_0986	579	192.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	909207	910358	+	EAQ71863.2	hypothetical protein		CJJ81176_0987	1152	383.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	910350	910724	-	EAQ71887.1	thioesterase family protein		CJJ81176_0988	375	124.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	911259	911441	+	EAQ71833.1	putative periplasmic protein		CJJ81176_0990	183	60.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	911443	911598	+	EAQ71897.1	putative periplasmic protein		CJJ81176_0991	156	51.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	911595	912038	+	EAQ71874.1	putative periplasmic protein		CJJ81176_0992	444	147.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	912068	912184	+	EAQ71861.1	putative periplasmic protein		CJJ81176_0993	117	38.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	912229	913098	+	ABM55259.1	putative periplasmic protein		CJJ81176_1741	870	289.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	913484	913612	+	ABM55260.1	hypothetical protein		CJJ81176_1742	129	42.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	913709	915370	+	ABM55255.1	putative periplasmic protein		CJJ81176_1743	1662	553.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	915632	917287	+	ABM55254.1	conserved hypothetical protein, degenerate		CJJ81176_1744	1656	551.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	917398	918273	+	EAQ72100.1	methyltransferase, putative		CJJ81176_0995	876	291.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	918346	918924	+	EAQ72240.1	hypothetical protein		CJJ81176_0996	579	192.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	918925	919098	-	EAQ72124.1	lipoprotein, putative		CJJ81176_0997	174	57.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	919107	919634	-	EAQ72151.1	thermonuclease family protein		CJJ81176_0998	528	175.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	919702	920970	+	EAQ72211.1	aminoacyl-histidine dipeptidase	pepD	CJJ81176_0999	1269	422.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	920953	922200	-	EAQ72077.1	CjaB protein	cjaB	CJJ81176_1000	1248	415.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	922240	923079	-	EAQ72087.1	CjaA protein	cjaA	CJJ81176_1001	840	279.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	923299	924417	+	EAQ72196.1	surface-exposed lipoprotein	jlpA	CJJ81176_1002	1119	372.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	924509	925249	+	EAQ72056.1	hypothetical protein		CJJ81176_1003	741	246.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	925253	926404	-	EAQ72190.1	hippurate hydrolase	hipO	CJJ81176_1004	1152	383.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	926406	926981	-	EAQ72135.2	membrane protein, putative		CJJ81176_1005	576	191.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	927215	927625	-	EAQ72267.1	hypothetical protein		CJJ81176_1006	411	136.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	927859	928065	+	EAQ72042.1	hypothetical protein		CJJ81176_1007	207	68.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	928068	928829	-	EAQ72246.2	hypothetical protein		CJJ81176_1008	762	253.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	928826	930091	-	EAQ72179.1	iron-sulfur cluster-binding domain protein		CJJ81176_1009	1266	421.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	930093	931448	-	EAQ72271.1	oxygen-independent coproporphyrinogen III oxidase	hemN	CJJ81176_1010	1356	451.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	931435	931926	-	EAQ72041.1	hypothetical protein		CJJ81176_1011	492	163.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	931923	932843	-	EAQ72154.1	ornithine carbamoyltransferase	argF	CJJ81176_1012	921	306.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	932840	933823	-	EAQ72062.1	porphobilinogen synthase	hemB	CJJ81176_1013	984	327.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	933881	934441	+	EAQ72161.1	GTP cyclohydrolase II	ribA	CJJ81176_1014	561	186.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	934442	935008	+	EAQ72080.1	methyltransferase GidB	gidB	CJJ81176_1015	567	188.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	935024	935596	-	EAQ72147.1	hypothetical protein		CJJ81176_1016	573	190.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	935691	936788	-	EAQ72073.1	membrane protein, putative		CJJ81176_1017	1098	365.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	936901	937782	+	EAQ72039.1	transcriptional regulator, LysR family		CJJ81176_1018	882	293.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	937862	939730	+	EAQ72205.1	RNA polymerase sigma factor RpoD	rpoD	CJJ81176_1019	1869	622.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	939745	940257	-	EAQ72233.1	phosphohistidine phosphatase SixA	sixA	CJJ81176_1020	513	170.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	940254	940772	-	EAQ72152.1	rhomboid family protein		CJJ81176_1021	519	172.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	940870	941286	+	EAQ72052.1	hypothetical protein		CJJ81176_1022	417	138.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	941294	942910	-	EAQ72252.1	cell division protein FtsH, putative		CJJ81176_1023	1617	538.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	942914	944164	-	EAQ72202.1	MiaB-like tRNA modifying enzyme		CJJ81176_1024	1251	416.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	944161	945732	-	EAQ72239.1	mechanosensitive ion channel family protein		CJJ81176_1025	1572	523.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	945729	946784	-	EAQ72116.1	3-dehydroquinate synthase	aroB	CJJ81176_1026	1056	351.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	946830	948230	-	EAQ72229.1	trkA domain protein		CJJ81176_1027	1401	466.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	948260	949381	+	EAQ72174.1	queuine tRNA-ribosyltransferase	tgt	CJJ81176_1028	1122	373.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	949383	950150	+	EAQ72053.1	membrane protein, putative		CJJ81176_1029	768	255.0	CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	950203	950279	+		tRNA-Arg		CJJ81176_1745	77		CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	950282	950746	-	EAQ72131.1	membrane protein, putative		CJJ81176_1031	465	154.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	950747	953992	-	EAQ72089.1	cytochrome c biogenesis protein, CcmF/CycK/CcsA family		CJJ81176_1032	3246	1081.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	954010	954708	-	EAQ72193.2	high affinity branched-chain amino acid ABC transporter, ATP-binding protein	livF	CJJ81176_1033	699	232.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	954692	955462	-	EAQ72063.1	high affinity branched-chain amino acid ABC transporter, ATP-binding protein	livG	CJJ81176_1034	771	256.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	955459	956511	-	EAQ72126.1	high affinity branched-chain amino acid ABC transporter, permease protein	livM	CJJ81176_1035	1053	350.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	956511	957407	-	EAQ72129.1	high affinity branched-chain amino acid ABC transporter, permease protein	livH	CJJ81176_1036	897	298.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	957426	958535	-	EAQ72272.1	high affinity branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein		CJJ81176_1037	1110	369.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	958557	959672	-	EAQ72048.1	high affinity branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein		CJJ81176_1038	1116	371.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	959703	960137	-	EAQ72181.1	cytochrome c family protein		CJJ81176_1039	435	144.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	960146	960337	-	EAQ72085.1	porin domain protein		CJJ81176_1040	192	63.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	960389	960895	-	EAQ72206.1	membrane protein, putative		CJJ81176_1041	507	168.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	960904	961935	-	EAQ72228.1	aspartate-semialdehyde dehydrogenase	asd	CJJ81176_1042	1032	343.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	961935	963236	-	EAQ72107.1	sigma-54 dependent DNA-binding response regulator		CJJ81176_1043	1302	433.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	963293	963610	-	EAQ72150.2	hypothetical protein		CJJ81176_1044	318	105.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	963718	964233	-	EAQ72035.1	lipoprotein, putative		CJJ81176_1045	516	171.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	964302	966890	-	EAQ72106.1	DNA gyrase, A subunit	gyrA	CJJ81176_1046	2589	862.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	966931	967506	-	EAQ72199.2	transformation system protein	ctsW	CJJ81176_1047	576	191.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	967503	968147	-	EAQ72125.1	outer membrane liproprotein MapA	mapA	CJJ81176_1048	645	214.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	968224	970020	-	EAQ72117.1	GTP-binding protein LepA	lepA	CJJ81176_1049	1797	598.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	970146	971420	+	EAQ72261.1	conserved hypothetical protein, authentic frameshift		CJJ81176_1050	1275	424.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	971417	972157	+	EAQ72159.1	hypothetical protein		CJJ81176_1051	741	246.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	972160	975177	+	EAQ72191.1	AcrB/AcrD/AcrF family protein		CJJ81176_1052	3018	1005.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	975202	976008	-	EAQ72144.1	DnaJ domain protein		CJJ81176_1053	807	268.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	976009	976728	-	EAQ72215.1	arginine-tRNA-protein transferase-related protein		CJJ81176_1054	720	239.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	976728	976979	-	EAQ72138.1	hypothetical protein		CJJ81176_1055	252	83.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	976983	978428	-	EAQ72253.1	acetyl-CoA carboxylase, biotin carboxylase	accC-1	CJJ81176_1056	1446	481.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	978568	979731	+	EAQ72213.1	cell division protein, FtsW/RodA/SpoVE family		CJJ81176_1057	1164	387.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	979728	980756	+	EAQ72050.1	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	murG	CJJ81176_1058	1029	342.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	980727	981059	-	EAQ72200.1	membrane protein, putative		CJJ81176_1059	333	110.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	981022	981351	-	EAQ72061.1	putative transmembrane transport protein		CJJ81176_1060	330	109.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	981329	981808	-	EAQ72177.1	putative transmembrane transport protein		CJJ81176_1061	480	159.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	981892	982743	-	EAQ72224.1	hypothetical protein		CJJ81176_1062	852	283.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	982806	983696	-	EAQ72095.1	transcriptional regulator, AraC family		CJJ81176_1063	891	296.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	983693	984298	-	EAQ72165.1	thiamine-phosphate pyrophosphorylase, putative		CJJ81176_1064	606	201.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	984288	985433	-	EAQ72047.1	thiH protein	thiH	CJJ81176_1065	1146	381.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	985436	986212	-	EAQ72173.1	thiG protein	thiG	CJJ81176_1066	777	258.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	986215	987018	-	EAQ72068.1	thiamine biosynthesis protein ThiF	thiF	CJJ81176_1067	804	267.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	987015	987206	-	EAQ72243.1	thiamine biosynthesis protein ThiS	thiS	CJJ81176_1068	192	63.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	987216	988313	-	EAQ72241.1	succinyl-diaminopimelate desuccinylase	dapE	CJJ81176_1069	1098	365.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	988317	988916	-	EAQ72060.1	transporter, LysE family		CJJ81176_1070	600	199.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	988909	989610	-	EAQ72226.1	NAD-dependent deacetylase		CJJ81176_1071	702	233.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	989607	991814	-	EAQ72097.1	DNA mismatch repair protein	mutS	CJJ81176_1072	2208	735.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	991807	992157	-	EAQ72045.1	hypothetical protein		CJJ81176_1073	351	116.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	992150	993445	-	EAQ72192.1	UDP-N-acetylmuramate--alanine ligase	murC	CJJ81176_1074	1296	431.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	993512	995485	-	EAQ72098.1	putative integral membrane protein		CJJ81176_1075	1974	657.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	995497	996273	-	EAQ72238.1	hydrolase, carbon-nitrogen family		CJJ81176_1076	777	258.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	996266	996439	-	EAQ72164.1	exodeoxyribonuclease VII, small subunit, putative		CJJ81176_1077	174	57.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	996436	997893	-	EAQ72055.1	inosine-5'-monophosphate dehydrogenase	guaB	CJJ81176_1078	1458	485.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	997903	999264	-	EAQ72088.1	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit	gatA	CJJ81176_1079	1362	453.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	999365	1002118	-	EAQ72168.1	isoleucyl-tRNA synthetase	ileS	CJJ81176_1080	2754	917.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1002217	1003305	+	EAQ72212.1	competence/damage-inducible domain protein		CJJ81176_1081	1089	362.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1003317	1003742	+	EAQ72183.1	acetyltransferase, GNAT family		CJJ81176_1082	426	141.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1003806	1004426	+	EAQ72242.1	nitroreducatase family protein, authentic frameshift		CJJ81176_1083	621	206.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1004426	1005031	+	EAQ72153.1	nitroreductase family protein		CJJ81176_1084	606	201.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1005156	1005692	+	EAQ72266.1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgsA	CJJ81176_1085	537	178.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1005689	1006795	+	EAQ72121.1	membrane-associated zinc metalloprotease, putative		CJJ81176_1086	1107	368.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1006788	1007654	+	EAQ72128.1	hypothetical protein		CJJ81176_1087	867	288.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1007741	1008118	+	EAQ72256.1	ribosomal protein S6	rpsF	CJJ81176_1088	378	125.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1008127	1008675	+	EAQ72198.1	single-strand binding protein	ssb	CJJ81176_1089	549	182.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1008686	1008946	+	EAQ72105.1	ribosomal protein S18	rpsR	CJJ81176_1090	261	86.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1009006	1011381	-	EAQ72051.1	ATP-dependent protease La	lon	CJJ81176_1091	2376	791.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1011398	1012045	-	EAQ72140.1	lipoprotein, putative		CJJ81176_1092	648	215.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1012206	1012595	+	EAQ72231.1	hypothetical protein		CJJ81176_1093	390	129.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1012595	1013326	+	EAQ72099.1	pyrroline-5-carboxylate reductase	proC	CJJ81176_1094	732	243.0	CP000538.1
